Summary,Text,Class,Identifier,Court
" AGRAVO DE INSTRUMENTO. Cumprimento de sentença. Bloqueio de saldo em conta corrente. Decisão que rejeitou a alegação de impenhorabilidade do montante bloqueado. Irresignação da parte executada. Descabimento. Pedido de Justiça Gratuita que não pode ser conhecido, sob pena de supressão de instância, visto que ainda não apreciado na origem. Deferimento apenas para o fim deste recurso. Parte devedora que não demonstrou que o valor bloqueado em sua conta tenha origem em remuneração de trabalho. Extrato bancário juntado, relativo a período de apenas 3 dias, que não registra o recebimento de salário, não se podendo afirmar que a constrição recaiu sobre referida verba. Bloqueio que incidiu sobre o saldo da conta corrente. Impenhorabilidade prevista pelos incisos IV e X do art. 833 do CPC inaplicável à hipótese dos autos. Decisão mantida. Recurso não provido. ",o não provido. ,Improcedente,2167141-78.2021.8.26.0000,TJSP
" AGRAVO INTERNO. Decisão monocrática que determinou o recolhimento do preparo devido em dobro, no prazo de 05 dias, sob pena de deserção, em razão de o não ter sido recolhido o preparo devido após o indeferimento da Justiça Gratuita na origem. Irresignação da parte apelante. Descabimento. Indeferimento, pelo D. Juízo de origem, do pleito de concessão da gratuidade processual em favor dos menores recorrentes que, embora tenha se dado posteriormente à prolação da r. sentença, não está eivado de qualquer nulidade, em prestígio à economia processual. Parte apelante que não recorreu da r. decisão denegatória da gratuidade processual e tampouco recolheu o preparo devido, a despeito de ter sido intimada para tanto na origem. Apelação desacompanhada do preparo devido. Necessidade de recolhimento em dobro, sob pena de deserção. Decisão mantida. Recurso não provido. ",o não provido. ,Improcedente,1031417-81.2019.8.26.0100,TJSP
" EMBARGOS DE DECLARAÇÃO. V. Acórdão que, por votação unânime, deu provimento ao recurso interposto pela parte ré e julgou prejudicado o apelo da parte autora. Irresignação desta. Descabimento. Omissão inocorrente. Contradição não verificada. Inexistência de obscuridade. Erro material não configurado. Questões relevantes devidamente analisadas pela Turma Julgadora no r. 'decisum' embargado. Acórdão expresso na análise das provas a corroborar inexistente nexo de causalidade entre os eventos narrados e a alegada falha na prestação de serviços. Inequívoco caráter infringente. Via eleita inadequada para a alteração do julgado. Impertinência do prequestionamento. Embargos rejeitados. ",gos rejeitados. ,Improcedente,1027952-30.2020.8.26.0100,TJSP
" CUMPRIMENTO PROVISÓRIO DE SENTENÇA. Ação monitória. Cobrança de honorários advocatícios. Oferecimento de seguro garantia judicial da dívida, nos termos do artigo 835, § 2º, CPC. Pedido de cancelamento da averbação premonitória constante no imóvel matriculado sob o nº 193.239. Inadmissibilidade, pois a garantia foi prestada por prazo determinado e não há como asseverar que o seguro estará vigente até o julgamento do recurso especial. Ausência, ademais, de prejuízo à devedora, diante da existência de outra averbação da mesma natureza feita anteriormente. Recurso não provido. ",o não provido. ,Improcedente,2190522-18.2021.8.26.0000,TJSP
" RESPONSABILIDADE CIVIL. Boleto adulterado. Condenação dos autores ao pagamento de valores em outra ação proposta pela cliente. Pretensão de ressarcimento em face da ré por ter constado como beneficiária do titulo Impossibilidade. Ausência de responsabilização da Pagseguro, que é mera intermediária do pagamento. Empresa não tem ingerência na essência dos negócios realizados pelos seus usuários. Ação improcedente. Recurso não provido, com majoração da verba honorária. ","rocedente. recurso não provido, com majoração da verba honorária. ",Improcedente,1111168-83.2020.8.26.0100,TJSP
" TÍTULO EXTRAJUDICIAL. Confissão de dívida. Ação anulatória de instrumento particular. Alegação do vício de coação pela signatária do instrumento. Inocorrência, no caso, do fundado temor referido no artigo 151 do CC. Inexistência de qualquer indício de que o instrumento tenha sido firmado sob coação. Recurso provido para julgar improcedente a ação.   Para configurar coação, o ato praticado pelo coator deve ser, além de atual ou iminente, grave e intenso a ponto de gerar temor que influencie diretamente a manifestação de vontade do coagido. A simples ameaça provocada por uma discussão ou exaltação de ânimo não caracteriza o vício. ","para julgar improcedente a ação.   para configurar coação, o ato praticado pelo coator deve ser, além de atual ou iminente, grave e intenso a ponto de gerar temor que influencie diretamente a manifestação de vontade do coagido. a simples ameaça provocada por uma discussão ou exaltação de ânimo não caracteriza o vício. ",Improcedente,1001332-64.2016.8.26.0538,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de obscuridade ao reformar-se a decisão que concedeu tutela de urgência para impor obrigação de exibir documentos – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2064571-14.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de contradição quanto aos efeitos da prorrogação do contrato em relação aos fiadores, porquanto não observada a forma escrita para o ato – Inocorrência – Hipótese em que do exame conjunto das disposições contratuais acerca da responsabilidade dos fiadores e a forma de prorrogação prevista em le se reconheceu a validade da fiança até a efetiva entrega das chaves – Entendimento em consonância com a jurisprudência sobre a matéria sub examine  – Ausência de qualquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,1056160-29.2017.8.26.0100,TJSP
" EMBARGO DE DECLARAÇÃO - Alegação de contradição quanto ao não conhecimento do recurso, diante da rejeição da impugnação ao cumprimento de sentença – Inocorrência – Hipótese em que no mesmo r. pronunciamento de primeiro grau houve o decreto de extinção do processo, nos termos do artigo 924, inciso II, do Código de Processo Civil, tendo em vista que o valor depositado nos autos pela demandada mostrou-se suficiente à satisfação da pretensão executiva – Inaplicabilidade do princípio da fungibilidade recursal - Manifesto inconformismo com o resultado do julgamento –  Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de qualquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2279188-29.2020.8.26.0000,TJSP
" APELAÇÃO CÍVEL – Locação comercial – Sentença de procedência em parte – Inconformismo do réu – Resilição unilateral do contrato pela locatária antes do prazo final convencionado entre as partes – Multa compensatória – Redução pelo magistrado – Possibilidade – Aplicação do art. 413 do Código Civil – Termo final comprovado pelos elementos da demanda, inclusive com a entrega das chaves – Redução corretamente determinada - Honorários de sucumbência – Fixação em percentual sobre o proveito econômico obtido pela autora – Inteligência do artigo 85, §2º, do Código de Processo Civil – Sentença mantida nos termos do art. 252 do Regimento Interno do TJSP  ",entença mantida nos termos do art. 252 do regimento interno do tjsp  ,Improcedente,1031167-15.2017.8.26.0554,TJSP
" APELAÇÃO CÍVEL – Embargos à execução – Sentença de procedência, em parte – Inconformismo das partes –  Preliminar de cerceamento de defesa não configurado – Prova documental suficiente para o deslinde da causa – Alegação de iliquidez do título e excesso de execução  – Título executivo líquido certo e exigível – Exclusão, na origem quanto à incidência da multa contratual – Hipótese em que a cobrança da multa deve ser afastada por outro fundamento, a dizer, tratando-se de multa por infração contratual sua cobrança deve se dar pela via ordinária, não se admitindo por meio de ação executiva – Inexigibilidade da multa mantida, alterado o fundamento – Cobrança dos valores relativos ao IPTU devidos pelo locatário – Encargos que integram o período de inadimplência apontado pelo exequente e que não fora desconstituído pelo embargante com a comprovação de pagamento – Compensação dos valores pagos a título de caução e outros depósitos, determinados na sentença, já realizada no cálculo do exequente – Honorários advocatícios contratuais – Pretensão à imposição de fixação de verba honorária em 20% sobre o valor da condenação, na forma estabelecida no contrato - Não cabimento - Possibilidade de as partes convencionarem os honorários advocatícios apenas nos casos de purgação de mora, nos termos do artigo 62, II, ""d"" da Lei 8.245/91 -  Verbas sucumbenciais impostas corretamente pela r. sentença, tendo em vista que a parte embargada decaiu em menor parte – Recursos não providos, com observação em relação ao recurso da embargada. ","não providos, com observação em relação ao recurso da embargada. ",Improcedente,1024834-20.2018.8.26.0002,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de omissão ao não ser conhecido o agravo de instrumento da embargante, interposto contra decisão por meio da qual foram arbitrados honorários periciais definitivos na fase de conhecimento – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2025347-69.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de omissão quanto à efetiva relação entre o réu na origem e o terceiro cujo chamamento ao processo foi indeferido – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2114809-37.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de omissão quanto à possibilidade de mitigar o caráter taxativo do rol do art. 1.015 do Código de Processo Civil – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2051304-72.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de contradição ao reconhecer-se a invalidade da notificação enviada ao fiduciante falecido, na busca e apreensão – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2084538-45.2021.8.26.0000,TJSP
" RECURSO DE APELAÇÃO –  Condomínio - Execução por título extrajudicial –  Sentença de indeferimento da inicial, por falta de recolhimento das custas –  Recurso do exequente – Pedido de gratuidade processual em preliminar recursal –  Gratuidade indeferida na primeira instância, sem interposição de recurso adequado, com posterior recolhimento das custas nos autos, bem como da taxa de mandato –  Ausência de recolhimento de preparo –  Não comprovação de alteração da situação patrimonial do recorrente o pedido foi indeferido, com concessão de prazo para recolhimento do preparo - Determinação não cumprida - Deserção caracterizada – Inteligência do art. 1.007 do CPC –  Recurso não conhecido. ",não conhecido. ,Improcedente,1006004-43.2018.8.26.0604,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de omissão quanto à suficiência e eficácia do seguro garantia judicial oferecido pela embargante – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,2055426-31.2021.8.26.0000,TJSP
" EMBARGOS DE DECLARAÇÃO – Alegação de contradição com relação à prescrição, ao termo inicial dos juros e à consolidação do quadro do segurado – Manifesto inconformismo com o resultado do julgamento – Pretensão de atribuição de efeito modificativo ao recurso – Não cabimento – Questões suscitadas nas razões de recurso devidamente apreciadas no acórdão embargado – Ausência de quaisquer dos vícios apontados no art. 1.022 do Código de Processo Civil – Embargos rejeitados.   ",s rejeitados.   ,Improcedente,1002344-25.2013.8.26.0278,TJSP
" CUMPRIMENTO DE SENTENÇA - EMPRÉSTIMO BANCÁRIO E TRANSFERÊNCIAS DE DINHEIRO NÃO RECONHECIDOS PELA CLIENTE –  AÇÃO JULGADA PARCIALMENTE PROCEDENTE - DESCUMPRIMENTO DA R. SENTENÇA QUE ENSEJA O PAGAMENTO DA MULTA COMINATÓRIA –  AGRAVO DE INSTRUMENTO- Pedido do banco para que seja aceita a forma alternativa de cumprimento da sentença –  Impossibilidade –  Ordem judicial clara e que deve ser obedecida conforme já alertado pelo Juízo a quo, que determinou ao agravante encaminhar ofício à fonte pagadora da agravada –  Comportamento do banco que beira à litigância de má-fé.Recurso não provido.  "," não provido.  ",Improcedente,2201671-11.2021.8.26.0000,TJSP
" AÇÃO DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. REPETIÇÃO DE INDÉBITO E INDENIZAÇÃO POR DANO MORAL –  CONTRATO DE CARTÃO DE CRÉDITO COM RESERVA DE MARGEM CONSIGNÁVEL - RMC –  SENTENÇA DE IMPROCEDÊNCIA –  APELAÇÃO DO AUTOR- Cerceamento de defesa – Não ocorrência –  Os documentos acostados aos autos são suficientes para o deslinde da causa, de maneira que o julgamento antecipado não implica qualquer lesão ao contraditório e à ampla defesa –  Sentença mantida.- Empréstimo sobre reserva de margem consignável –  Ação julgada improcedente –  Insurgência do autor –  Não acolhimento - Demonstração, pela instituição financeira, de que houve a efetiva contratação do cartão de crédito consignado, por meio eletrônico (biometria facial) - Improcedência da ação que era de rigor –  Sentença mantida por seus próprios fundamentos.Recurso não provido. ",o não provido. ,Improcedente,1007945-46.2021.8.26.0564,TJSP
" APELAÇÃO CÍVEL –  Acidente de veículo –  Direito de regresso –  Seguradora –  Sentença de improcedência –  Inconformismo da autora  –  Não cabimento –  Hipótese em que a autora não fez prova dos fatos constitutivos de seu direito – Dúvida a respeito da sinalização semafórica – Divergência de posicionamento entre as partes que não permite concluir pela tese da parte autora, no sentido de que a motorista do veículo da ré desrespeitou sinal vermelho - Sentença mantida,  nos termos do art. 252 do RITJ –  Recurso não provido.  "," não provido.  ",Improcedente,0105121-91.2012.8.26.0100,TJSP
" APELAÇÃO CÍVEL –  Acidente de trânsito –  Sentença de improcedência –  Pretensão do autor ao recebimento de indenização por dano moral, bem como por lucros emergentes e pensão mensal – Provas insuficientes para comprovar as alegações do autor –  Alegação de que o veículo da parte ré ocasionou o acidente, por ingressar na via sem as devidas cautelas – Relato, no boletim de ocorrência, no sentido de que a parte ré aguardava para cruzar a rodovia, momento em que o trânsito parou para permitir a passagem – Ao iniciar a trajetória houve a colisão com a motocicleta que, segundo o mesmo boletim, transitava pelo corredor, entre os veículos – Ausência de outros elementos de prova a permitir conclusão efetiva de que a ré não agiu com as cautelas devidas – Boletim de ocorrência que relata a existência de outra vítima, que estava na garupa da motocicleta conduzida pelo autor e também de duas outras testemunhas, nenhuma indicada para ser ouvida em juízo - Ônus de prova da parte autora da qual não se desincumbiu - Sentença mantida –  Recurso não provido. ",o não provido. ,Improcedente,0005570-55.2004.8.26.0477,TJSP
" Apelação. Plano de saúde coletivo empresarial. Pleito de manutenção da cobertura após o rompimento do vínculo empregatício. Artigos 30 e 31 da Lei 9.656/98.  Direito de permanência do ex-empregado aposentado ou demitido sem justa causa como beneficiário. Decisão em consonância com a tese firmada pelo C. STJ (Tese 1.034), sob a sistemática dos recursos repetitivos. Manutenção do posicionamento adotado no julgamento da apelação. ",. manutenção do posicionamento adotado no julgamento da apelação. ,Improcedente,1061746-47.2017.8.26.0100,TJSP
" Agravo de instrumento. Cumprimento de sentença. Recurso interposto contra decisão que rejeitou a impugnação formulada pela agravante. Inconformismo. Descabimento. Compromisso de doação de parte de imóvel em favor dos menores e usufruto em favor da genitora deles firmado pelo de cujus em acordo de divórcio homologado judicialmente. Compromisso que não consiste em mera liberalidade. Obrigação de cumprimento que se impõe. Sentença homologatória dotada de eficácia de escritura pública, sendo irrelevante a não formalização da doação à época. Custos advindos da averbação e impostos incidentes que devem ser suportados pelo espólio, também em consonância com o disposto no acordo de divórcio homologado. Decisão mantida. Recurso não provido. ",o não provido. ,Improcedente,2102003-67.2021.8.26.0000,TJSP
" Apelação. Ação declaratória de inexigibilidade de débitos c/c cobrança de valores pagos indevidamente c/c obrigação de fazer e indenizatória por danos materiais e morais. Sentença de procedência. Inconformismo das rés. Preliminar de mérito das rés afastada. Incide, no caso, o prazo decenal previsto no art. 205 do Código Civil. Precedente do C. STJ. Desconformidade substancial entre o imóvel decorado mostrado ao comprador e a unidade entregue. Falha na informação. Danos morais configurados. Indenização por danos morais mantida em R$10.000,00 que se mostra adequada. Precedentes deste E. TJSP. Taxa SATI ou congênere. Questão objeto de julgamento dos Recursos Especiais Repetitivos n. 1.551.951-SP e 1.599.511-SP. Precedentes do TJSP. Restituição dos valores pagos. Recurso desprovido. ",rso desprovido. ,Improcedente,1012577-37.2019.8.26.0451,TJSP
" Apelação. Ação de indenização por danos morais. Sentença de procedência. Inconformismo das rés. Preliminar de mérito das rés afastada. Incide, no caso, o prazo decenal previsto no art. 205 do Código Civil. Precedente do C. STJ. Desconformidade substancial entre o imóvel decorado mostrado ao comprador e a unidade entregue. Falha na informação. Danos morais configurados. Indenização por danos morais mantida em R$10.000,00 que se mostra adequada. Precedentes deste E. TJSP. Recurso desprovido. ",rso desprovido. ,Improcedente,1020265-16.2020.8.26.0451,TJSP
" Apelação. Ação de indenização. Danos morais. Alegação de quebra de sigilo médico. Improcedência, Inconformismo do autor. Descabimento. Autor que promoveu ação anterior contra médico, postulando indenização sob fundamento de que teria havido erro médico. Réu daquela ação que juntou declaração obtida do réu desta demanda, também médico, a respeito da saúde do paciente. Autor que postula indenização por dano moral, aduzindo que houve quebra do sigilo profissional. Direito de intimidade que poderia ter sido resguardado com pedido de segredo de justiça. Ausência de prejuízo e de violação ao direito de intimidade. Exercício regular de direito e ausência de má-fé caracterizadora de dolo. Improcedência mantida pelos próprios fundamentos. Honorários sucumbenciais recursais fixados. Recurso improvido. ",urso improvido. ,Improcedente,1010611-11.2018.8.26.0019,TJSP
" VOTO Nº 37.518Ação de reparação por dano moral. Inclusão do nome do autor nos cadastros de inadimplentes. Erro no sistema da ré quando da portabilidade da linha telefônica, o que gerou cobrança por serviço não contratado pelo autor.Ausência de impugnação específica aos fundamentos da sentença. Aplicação dos princípios do tantum devolutum quantum appellatum e da dialeticidade recursal. Autor recorre afirmando que a r. sentença foi omissa, mas sem comprovar o alegado ou rebater os fundamentos específicos. O apelo genérico não indica as razões de fato e de direito pelas quais entende que houve equívoco da r. sentença. De rigor o não conhecimento do recurso. Exegese dos artigos 932, III, e 1010, II e III, do CPC.Comprovação nos autos de que houve comportamento ilícito da ré, que causou dano moral ao autor. Indenização devida, que deve ser mantida na importância de R$7.000,00 arbitrada pelo Juiz de origem, eis que se mostra compatível com as circunstâncias do caso em exame, sem impor gravame excessivo ao agente ou gerar vantagem desproporcional à vítima. Sentença mantida, com fundamento no art. 252 do RITJSP.Recurso do autor não conhecido e improvido o recurso da ré. "," ritjsp.recurso do autor não conhecido e improvido o recurso da ré. ",Improcedente,1097545-20.2018.8.26.0100,TJSP
" VOTO Nº 37.466Ação de revisão de benefício de previdência privada procedente.Considera-se suficientemente fundamentada a sentença que permite às partes compreender as razões de convencimento do magistrado e exercer o direito de recorrer.A obrigação do custeio foi reconhecida em sentença trabalhista com trânsito em julgado anterior ao Tema 936. Ademais, inexistiu o recolhimento devido por parte da corré CTEEP, parte passiva legítima.A modulação em relação ao Tema nº 955 do STJ não pode ser atendida uma vez que não se trata de demanda ajuizada perante a Justiça Comum até a data do julgamento do REsp nº 1.312.736/RS, mas de condenação na Justiça do Trabalho anterior a referido julgamento.O Código de Defesa do Consumidor é aplicável às entidades abertas de previdência complementar, não incidindo nos contratos previdenciários celebrados com entidades fechadas. Contudo, houve trânsito em julgado de sentença trabalhista anterior à decisão do C. STJ. Portanto, na hipótese dos autos, as disposições do CDC são aplicáveis.O autor não requereu que a CTEEP administrasse os benefícios previdenciários de seus funcionários, mas que recolhesse à Fundação CESP o aporte financeiro que possibilitasse a revisão do benefício.Sentença mantida por seus próprios fundamentos. Aplicação do artigo 252 do Regimento Interno do Tribunal de Justiça do Estado de São Paulo.Rejeitadas as preliminares, nego provimento aos recursos das corrés. ","rejeitadas as preliminares, nego provimento aos recursos das corrés. ",Improcedente,1001376-96.2019.8.26.0047,TJSP
" COMPETÊNCIA RECURSAL. Embargos à execução de título extrajudicial. Irrelevância da relação jurídica subjacente ao título executivo. Competência preferencial de uma das Câmaras da 2ª Subseção de Direito Privado (11ª a 24ª, 37ª e 38ª Câmaras), nos moldes do disposto no artigo 5º, inciso II.3, da Resolução n. 623/2013 do OETJSP. Prevenção no caso da 23ª Câmara de Direito Privado. Recurso não conhecido, com determinação de remessa dos autos para redistribuição ao órgão prevento. ","as), nos moldes do disposto no artigo 5º, inciso ii.3, da resolução n. 623/2013 do oetjsp. prevenção no caso da 23ª câmara de direito privado. recurso não conhecido, com determinação de remessa dos autos para redistribuição ao órgão prevento. ",Improcedente,2192403-30.2021.8.26.0000,TJSP
" Processual civil - cerceamento de defesa - inocorrência - poder discricionário do magistrado na condução das provas a autorizar o julgamento antecipado - exegese dos artigos 370, ""caput"" e parágrafo único, e 355, inciso I, ambos do CPC.Apelação cível –  ação monitória instruída com instrumento particular de compromisso de compra e venda de cana-de-açúcar - ausência de prova documental acerca de causa modificativa, impeditiva ou extintiva do direito, mormente a que envolve o asseverado pagamento - art. 320 do Código Civil - sentença de procedência, com rejeição dos embargos monitórios, que trouxe boa análise dos fatos –  manejo, na essência, do disposto no artigo 252 do Regimento Interno –  sentença preservada - recurso improvido. ",urso improvido. ,Improcedente,1000298-50.2018.8.26.0549,TJSP
" Apelação cível - contrato de prestação de serviços advocatícios - execução de título extrajudicial –  prova da efetiva prestação dos serviços não levada a efeito –  trabalho, ao que se tem, não finalizado, o que a despir de liquidez o título executado –  inexigibilidade, não bastasse, por conta de  condição estabelecida no ajuste  ainda não implementada - extinção da execução - artigo 803, inciso I, do Código de Processo Civil - recurso desprovido. ",rso desprovido. ,Improcedente,1100086-89.2019.8.26.0100,TJSP
" AGRAVO DE INSTRUMENTO –  MANDADO DE SEGURANÇA –  Pretensão de reformar a decisão que concedeu parcialmente a medida liminar para suspender, em face da impetrante e dos motoristas vinculados/cadastrados, a aplicação de dispositivos da Lei Municipal nº 4.168/2021, e determinar que a autoridade coatora se abstenha de limitar o exercício da atividade econômico-empresarial da impetrante, sob pena de multa - Presença dos requisitos autorizadores da medida: ""fumus boni juris"" e ""periculum in mora"" –  Precedentes - Decisão mantida –  Recurso desprovido. ",rso desprovido. ,Improcedente,2208023-82.2021.8.26.0000,TJSP
" APELAÇÃO CÍVEL –  EMBARGOS À EXECUÇÃO FISCAL - Cobrança do Imposto Sobre a Circulação de Mercadorias e Serviços (""ICMS"") sobre vendas canceladas –  Auto de Infração e Imposição de Multa (""AIIM"") lavrado diante da ausência de comprovação documental dos Cupons Fiscais cancelados –  Laudo Pericial que confirmou de forma expressa que os cancelamentos dos itens dos cupons fiscais foram de fato realizados –  Presunção de legitimidade e veracidade do Auto de Infração que restou ilidida no caso concreto –  HONORÁRIOS ADVOCATÍCIOS –  Fixação por equidade – Impossibilidade –  Fixação da verba honorária com base no proveito econômico que não importa em enriquecimento ilícito da parte e violação aos princípios da razoabilidade e da proporcionalidade –  Sentença mantida –  Recurso improvido. ",urso improvido. ,Improcedente,1000422-23.2017.8.26.0014,TJSP
" APELAÇÃO. Requisitos de admissibilidade. Ausência de impugnação específica dos fundamentos da decisão. Devolutividade inexistente. Recurso da litisdenunciada não conhecido.VIZINHANÇA. Direito de construir. Desmoronamento e deslizamento de terra em decorrência de obra vizinha. Prova pericial conclusiva. Laudo adotado. Obrigação de reparar o imóvel vizinho convertida em perdas em danos, pois já reparado. Dano moral caracterizado. Indenização arbitrada. Sucumbência exclusiva dos réus na lide principal. Sentença reformada. Recurso da coautora provido. Recurso dos réus não provido. ",s não provido. ,Improcedente,1008552-98.2017.8.26.0079,TJSP
" Agravo de instrumento –  Ação Civil Pública  - Cumprimento de sentença –  Ingresso no flanco passivo do feito –  Interessada que justifica direito ao ingresso no fato de ser moradora de área a ser desocupada pelo Município -  Inviabilidade do deferimento –  Interesse da autora contido e submetido à tutela coletiva –  Não-configuração de violação ao contraditório e a ampla defesa –  Necessidade de se evitar tumulto processual –  Decisão mantida –  Recurso desprovido  ",rso desprovido  ,Improcedente,2172904-60.2021.8.26.0000,TJSP
" Execução de sentença condenatória em processo de responsabilização por ato de improbidade administrativa –  Município de Americana –  Nepotismo - Desconstituição de nomeações de cargos em comissão no âmbito do Poder Executivo local –  Interpretação do E. Supremo Tribunal acerca da inaplicabilidade da vedação da Súmula Vinculante nº 13 às nomeações de agentes políticos de alto escalão –  Alargamento descomedido do objeto da condenação –  Sentença extintiva do feito executivo mantida –  Apelo ministerial desprovido ",rial desprovido ,Improcedente,0002196-51.2021.8.26.0019,TJSP
" AÇÃO COMINATÓRIA JULGADA PROCEDENTE –  CESSÃO DE CRÉDITO PERTINENTE A QUOTA CANCELADA DE CONSÓRCIO –  COMANDO JUDICIAL EXARADO PARA QUE O APELANTE ANOTE EM SEUS REGISTROS A CESSÃO DE CRÉDITO HAVIDA E SE ABSTENHA DE PAGAR O CRÉDITO AO CONSORCIADO CEDENTE –  CARÊNCIA DE AÇÃO –  NÃO OCORRÊNCIA – legitimidade passiva do banco corretamente reconhecida em 1º grau –   embora a administradora de consórcios e o banco tenham personalidades próprias, não há como deixar de se reconhecer que ambos fazem parte de um mesmo grupo econômico –  instituição financeira que apresenta a comercialização de consórcios na sua grade de seus serviços –  instituição financeira e suas empresas coligadas que têm a qualidade de fornecedores segundo os preceitos do CDC –   interesse processual presente –  apelada que necessitou da busca de proteção patrimonial, apresentando-se como cessionária de eventual crédito junto ao apelado –    anotação determinada em 1º grau sem potencial para implicar prejuízo ao consórcio e que, ao contrário, servirá para impedir que ele incorra no erro de pagar à pessoa errada e tenha que pagar novamente. ALEGAÇÃO DE IMPOSSIBILIDADE DA CESSÃO DE DIREITOS SEM PRÉVIA ANUÊNCIA DA ADMINISTRADORA DE CONSÓRCIO –  ARGUMENTO QUE NÃO PREVALECE –  hipótese que não é de quota de consórcio ativa, mas sim cancelada –  ausência de necessidade de análise de requisitos para aceitação de cliente –  desnecessidade de aferição de perfil, porque não há transferência de obrigações, mas apenas de direito de crédito –  ademais, ato celebrado mediante instrumento público, com aptidão para fazer surgir os efeitos da cessão preconizados pelo artigo 286 do Código Civil –  precedentes deste Tribunal e do STJ –  sentença mantida por seus fundamentos nos termos do art. 252 do Regimento Interno do TJSP Resultado: recurso desprovido. ",rso desprovido. ,Improcedente,1088429-19.2020.8.26.0100,TJSP
" PRELIMINAR DEDUZIDA EM CONTRARRAZÕES –  FALTA DE INTERESSE PROCESSUAL –  NÃO OCORRÊNCIA –  interesse processual que se mostrou presente –  demanda que era necessária e adequada –  existência ou não de fato que dê suporte ao pleito formulado na inicial que é questão de mérito e que não descaracteriza o interesse processual –  preliminar rejeitada.AÇÃO DE INDENIZAÇÃO POR DANOS MORAIS JULGADA PARCIALMENTE PROCEDENTE –  ATRASO DE VOO DE QUASE DEZ HORAS –  DANO MORAL –  VALOR DA INDENIZAÇÃO –  fixação da indenização em R$ 3.000,00 (três mil reais) –  montante adequado às circunstâncias do fato, proporcional ao dano e com observância ao caráter educativo-punitivo que compõe a indenização na hipótese, notadamente considerado que a mãe do apelante ajuizou ação em separado e também foi contemplada com indenização que acaba por beneficiar o núcleo familiar –  ajuizamento das ações separadamente que sequer encontra justificativa –  ausência de demonstração de qualquer outro desdobramento em razão do atraso do voo –  sentença mantida.HONORÁRIOS ADVOCATÍCIOS –  verba fixada em 10% sobre o valor da causa, que resultou em R$ 1.000,00 –  valor consentâneo com a atuação profissional havida nos autos, pelo que não comporta aumento –  sentença mantida.Resultado: recurso desprovido. ",rso desprovido. ,Improcedente,1050130-73.2020.8.26.0002,TJSP
