Summary,Text,Class,Identifier,Court
" AÇÃO REVISIONAL –  Cédula de crédito bancário –  Operação de financiamento para aquisição de veículo –  Juros remuneratórios - Inexistência de taxa abusiva, uma vez que não há demonstração de eventual disparidade da taxa praticada em relação àquela de mercado à época de contratação para operação de crédito da mesma espécie –  Impossibilidade de sua redução –  Capitalização de juros –  Inocorrência, em sua acepção legal, quando da celebração do contrato –  Incidência, apenas, de método composto de formação da taxa de juros, calculada previamente ao início da relação contratual –  Procedimento que não se confunde com a capitalização de juros propriamente dita, tampouco é proibido pelo ordenamento jurídico vigente, de acordo com o entendimento do C. STJ, sedimentado na forma do art. 543-C do CPC de 1973 (REsp 973.827/RS) –  Tarifas de avaliação do bem e de registro de contrato –  Cobranças consideradas válidas, ressalvada a abusividade por serviço não efetivamente prestado e a possibilidade de controle da onerosidade excessiva, em cada caso concreto, entendimento este fixado pelo C. STJ, em sede de recurso repetitivo (Resp 1.578.553-SP) - Prestação de tais serviços, na hipótese dos autos, não constatada –  Impossibilidade da exigência de referidas tarifas –  Seguro –  Cobrança incabível, uma vez o consumidor não pode ser compelido a contratar seguro com a instituição financeira ou com seguradora por ela indicada (Resp 1.639.320-SP, em regime de recurso repetitivo) –  Tarifa de Cadastro –  Possibilidade da cobrança, consoante o disposto na Súmula 566 do C. STJ –  IOF –  Legalidade da incidência do tributo - Título de capitalização parcela premiável –  Ausência de contratação –  Impossibilidade de analise do referido encargo - Sentença de improcedência modificada –  Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,1061285-70.2020.8.26.0100,TJSP
" *Contrato bancário – Revisão –– Limitação à taxa de juros – Inexistência – Capitalização – Possibilidade – Encargos no período de inadimplemento – Ausência de desrespeito aos limites impostos pelas Súmulas 30, 294, 296 e 472 do STJ - Tarifas de cadastro e registro de contrato – Cobranças legítimas – Tarifa de avaliação e ""Cap. Parc. Premiável"" – Abusividade verificada - Recurso parcialmente provido.* ",mente provido.* ,Parcial Procedente,1006935-69.2020.8.26.0606,TJSP
" ARBITRAMENTO DE ALUGUEL –  Ocupação exclusiva de bens dos Espólio que obriga a indenização mesmo antes da partilha - Ação movida por herdeiros contra outro herdeiro para recebimento de alugueis referentes a sua parte ideal pelo uso exclusivo de bens do espólio –  Um dos imóveis locado pelo inventariante –  Aluguéis que devem ser pagos integralmente ao inventariante que prestará contas nos autos do inventário e não diretamente aos herdeiros antes da partilha –  Demais imóveis utilizados pelo réu e sua família –Não se confunde a administração dos bens do Espólio, que se insere entre os deveres do inventariante (art. 618, II, CPC/2015), com a utilização dos bens em seu proveito e de familiares, como está evidenciado nos autos, do que decorre a obrigação de indenizar os demais herdeiros, na proporção das respectivas partes ideais - Alugueis a serem apurados em liquidação de sentença, sendo devidos desde a notificação extrajudicial com oposição expressa ao uso exclusivo –  Recurso provido em parte.  ",vido em parte.  ,Parcial Procedente,1022091-06.2018.8.26.0562,TJSP
" NEGATÓRIA DE PATERNIDADE - Indução a erro no registro - Exclusão da paternidade pelo exame de DNA - Inexistência da posse do estado de filho (parentalidade socioafetiva) e de relação socioafetiva -  Decorrido mais de meio século, é inconcebível suprimir-se o patronímico do autor do nome da requerida, por consistir a identidade em importante atributo do direito da personalidade - Ainda que suprimida a referência à ascendência paterna, preserva-se o sobrenome como atributo próprio da requerida e de seus descendentes e não direito pessoal do autor, que pode negar-lhe a paternidade, mas não a salvaguarda de sua própria individualidade - Recurso provido em parte. ",ovido em parte. ,Parcial Procedente,1003308-53.2019.8.26.0457,TJSP
" DIVÓRCIO – Partilha – Cerceamento de defesa – Indícios de confusão patrimonial  entre o patrimônio das partes e das empresas por elas titularizadas – Necessidade de melhor investigação acerca das movimentações financeiras da empresa em nome exclusivo do autor – Direito de meação da apelante – Frutos dos imóveis partilhados que devem ser objeto de ação própria – Importância a ser restituída pela apelante que deve considerar os pagamentos dos compromissos da empresa comum, após a dissolução da união estável – Correção pela Tabela Prática do TJSP e juros de mora de 1% ao mês do trânsito em julgado - Recurso provido em parte. ",ovido em parte. ,Parcial Procedente,1008540-74.2016.8.26.0223,TJSP
" AGRAVO INTERNO EM RECURSO ESPECIAL. CUMPRIMENTO INDIVIDUAL DE SENTENÇA COLETIVA. AÇÃO CIVIL PÚBLICA JULGADA PELO JUIZ DA 6ª VARA DA FAZENDA PÚBLICA DO FORO CENTRAL DE SÃO PAULO/SP (AÇÃO COLETIVA Nº 0403263-60.1993.8.26.0053). Foro competente. Reconhecimento ao beneficiário do direito de ajuizar o cumprimento individual da sentença coletiva no Juízo de seu domicílio (tema 480). Legitimidade ativa dos poupadores e de seus sucessores, independentemente de fazerem parte dos quadros associativos do IDEC (tema 948). Prazo prescricional quinquenal. Cumprimento de sentença requerido antes de transcorrido o lustro (tema 515). Razões recursais, no mais, impertinentes nesta via recursal. Decisão mantida. Recurso desprovido, na parte conhecida. ",arte conhecida. ,Parcial Procedente,2224702-70.2015.8.26.0000,TJSP
" AÇÃO DE INDENIZAÇÃO DE COBRANÇA SECURITÁRIA –  SENTENÇA DE PARCIAL PROCEDÊNCIA –  DESERÇÃO NÃO VERIFICADA –  PRELIMINARES AFASTADAS –  INOCORRÊNCIA DE PRESCRIÇÃO –  NO MÉRITO, QUANTO À INDENIZAÇÃO SECURITÁRIA E REPARAÇÃO POR PERDAS E DANOS, SOLUÇÃO EMPREENDIDA SE COADUNA COM O SISTEMA DE DISTRIBUIÇÃO DO ""ONUS PROBANDI"" ADOTADO PELO ORDENAMENTO PROCESSUAL PÁTRIO –  DESENCADEADA A LITIGIOSIDADE, NÃO LOGRARAM AS PARTES JUNGIR ELEMENTOS QUE ANCORASSEM RESULTADOS DIVERSOS DO ESTABELECIDO PELO JULGADOR EM PRIMEIRA INSTÂNCIA –  DANOS MORAIS –  INOCORRÊNCIA DE ALEGADO ABALO PSÍQUICO - INSUFICIENTE INVOCAÇÃO DA TEORIA DO DESVIO PRODUTIVO QUANDO SEQUER ESPECIFICADA LESÃO ACARRETADA - ESPERA POR POSTURA DA SEGURADORA QUE NÃO PASSA DE MERO DISSABOR - AUSÊNCIA DE QUALQUER OUTRA PECULIAR SITUAÇÃO FÁTICA APTA A ENSEJAR REPARAÇÃO A ESTE TÍTULO –  LITIGÂNCIA DE MÁ-FÉ NÃO EVIDENCIADA –  RECURSO DO AUTOR IMPROVIDO E PARCIALMENTE PROVIDO O DA SEGURADORA. ",�  recurso do autor improvido e parcialmente provido o da seguradora. ,Parcial Procedente,1025469-33.2020.8.26.0001,TJSP
" ACIDENTE DE TRÂNSITO –  AÇÃO INDENIZATÓRIA –  SENTENÇA DE IMPROCEDÊNCIA DA LIDE PRINCIPAL E PROCEDÊNCIA DO PEDIDO RECONVENCIONAL –  ALEGAÇÃO PELO AUTOR DE QUE VEÍCULO CONDUZIDO PELA CORRÉ FREOU BRUSCAMENTE E IMOTIVADAMENTE, CAUSANDO ENGAVETAMENTO –  PRESUNÇÃO DE CULPA DO MOTORISTA QUE COLIDE NA TRASEIRA DE VEÍCULO NÃO AFASTADA –  DEVER DE MANTER RAZOÁVEL DISTÂNCIA DE SEGURANÇA DAQUELE QUE ESTÁ À SUA FRENTE, TRANSITANDO OU EVENTUALMENTE PARADO –  PEDIDOS INICIAIS DESACOLHIDOS –  MANUTENÇÃO –  NECESSIDADE –  CONDENAÇÃO DO APELANTE AO PAGAMENTO DA FRANQUIA DO SEGURO DA APELADA EM SEDE RECONVENCIONAL –  IMPOSSIBILIDADE –  RESPONSABILIDADE DO AUTOR PELOS DANOS SUPORTADOS PELA REQUERIDA NÃO COMPROVADA –  NEXO CAUSAL NÃO VERIFICADO –  AUTOR QUE COLIDIU COM VEÍCULO DE TERCEIRO QUE, POR SUA VEZ, ABALROOU AUTOMÓVEL DA RÉ –  PROVA DOS AUTOS INCONCLUSIVA, NÃO SE SABENDO SE O VEÍCULO DE TERCEIRO JÁ HAVIA COLIDIDO COM O AUTOMÓVEL DA RÉ QUANDO DO IMPACTO DO VEÍCULO DO AUTOR –  RECURSO PARCIALMENTE PROVIDO PARA ESSE FIM. ",do veículo do autor –  recurso parcialmente provido para esse fim. ,Parcial Procedente,1001995-56.2021.8.26.0564,TJSP
" PRESTAÇÃO DE SERVIÇOS DE TELEFONIA. AÇÃO DECLARATÓRIA DE NULIDADE DE CONTRATO C/C INEXISTÊNCIA DE DÉBITO C/C RESTITUIÇÃO DE QUANTIA PAGA C/C INDENIZAÇÃO POR DANOS MORAIS. Autores que contrataram os serviços da ré, recebendo, contudo, cobranças que não condiziam com o plano contratado. Fraude comprovada na assinatura dos contratos, nos quais constavam alterações substanciais das condições constantes na contratação verdadeira. Sentença de parcial procedência, declarando a nulidade dos contratos e condenado a ré à devolução das quantias pagas em excesso pelo valor simples, ante a ausência de má-fé e julgando improcedente o pleito de danos morais. Apelação dos autores buscando a reforma do decisum para fins de condenação da ré ao pagamento da diferença em dobro, bem como para que seja concedida a indenização por danos morais a ambos os autores (pessoa jurídica e pessoa física). Com parcial razão. Pagamento da dobra que se mostra de rigor, nos termos do art. 42, parágrafo único, do CDC, independentemente do elemento volitivo do fornecedor. Questão pacificada pela jurisprudência do C. STJ, quando do julgamento do EAResp nº 676.608.  Dano moral configurado pelo desvio produtivo do consumidor. Decisão reformada para condenar a ré ao pagamento de R$ 5.000,00 por danos morais ao autor pessoa física, valor que se mostra razoável e condizente com a dupla função da indenização moral. Quanto à autora pessoa jurídica, não restou demonstrada ofensa à sua honra objetiva, única hipótese a permitir o dano moral indenizável. Ônus sucumbenciais a serem arcados pela ré, em razão da sucumbência mínima dos autores. RECURSO PARCIALMENTE PROVIDO. ",lmente provido. ,Parcial Procedente,1094991-44.2020.8.26.0100,TJSP
" APELAÇÃO –  AÇÃO ANULATÓRIA –  Pretensão à anulação do AIIM de nº 4.121.571-0 –  Sentença de procedência, para anular o AIIM de nº 4.121.571-0 –  Pleito de reforma da sentença para a improcedência da ação ou redução dos honorários advocatícios com fixação por equidade –  Cabimento em parte –PRELIMINAR –  Nulidade da sentença alegada pela apelante –  Afastamento - Não há confundir falta de fundamentação com fundamentação sucinta –  Sentença que reportou com suficiência aos elementos de convicção que a embasa –  MÉRITO –  ANULAÇÃO DO AIIM DE nº 4.121.571-0 –  Notas fiscais emitidas por produtor rural, contribuinte individual do ICMS –  Contribuinte autuado ante a declaração de inidoneidade da empresa adquirente de produtos agrícolas –  Apresentação de notas fiscais e comprovantes de pagamento realizados pela empresa declarada inidônea. Inidoneidade declarada pela Secretaria da Fazenda do Estado em momento posterior à realização das operações –  Demonstração da veracidade das operações mercantis –  Boa-fé caracterizada –  Presunção de legitimidade das autuações afastada –  HONORÁRIOS ADVOCATÍCIOS –  Não presente inestimável ou irrisório proveito econômico, nem valor da causa muito baixo –  Ausência de alguma hipótese legal de fixação de honorários advocatícios por equidade –  Honorários, contudo, que devem ser fixados nos termos da lei, no percentual mínimo de 8% sobre o valor da causa (R$ 360.508,86 em março de 2.020), conforme art. 85, §§ 2° e 3º, II, do CPC –  Sentença reformada –  APELAÇÃO provida em parte, apenas para reduzir os honorários advocatícios para 8% sobre o ""valor da causa"". ","o realizados pela empresa declarada inidônea. inidoneidade declarada pela secretaria da fazenda do estado em momento posterior à realização das operações –  demonstração da veracidade das operações mercantis –  boa-fé caracterizada –  presunção de legitimidade das autuações afastada –  honorários advocatícios –  não presente inestimável ou irrisório proveito econômico, nem valor da causa muito baixo –  ausência de alguma hipótese legal de fixação de honorários advocatícios por equidade –  honorários, contudo, que devem ser fixados nos termos da lei, no percentual mínimo de 8% sobre o valor da causa (r$ 360.508,86 em março de 2.020), conforme art. 85, §§ 2° e 3º, ii, do cpc –  sentença reformada –  apelação provida em parte, apenas para reduzir os honorários advocatícios para 8% sobre o ""valor da causa"". ",Parcial Procedente,1000307-20.2020.8.26.0653,TJSP
" Agravo de Instrumento – Franquia – Decisão que deferiu tutela antecipada requerida para determinar o cumprimento das cláusulas de não concorrência celebradas - Inconformismo - Não acolhimento - Não verificada, em sede de cognição sumária, a existência de vícios a justificar o afastamento das cláusulas - Agravantes que confirmaram a descaracterização das clínicas para dar continuidade à prestação de serviços odontológicos - Princípio do pacta sunt servanda - Necessidade de resguardar a continuidade, limitada a 30.11.2021, dos tratamentos já contratados pelos pacientes, antes do proferimento da r. decisão agravada - Decisão reformada em parte - Recurso provido em parte.  ",vido em parte.  ,Parcial Procedente,2168105-71.2021.8.26.0000,TJSP
" Gratuidade judiciária. Pessoa física. Ausência de elementos capazes de infirmar a declaração de pobreza subscrita pela pessoa natural. Benesse concedida ao agravante.Tutela de urgência. Ação em que se objetiva o reconhecimento de sociedade em comum. Pretensão de que sejam informados, mensalmente, os valores auferidos pela sociedade, bem como depositado em juízo o lucro proporcional à quota parte do recorrente. Documentação que, se necessária, deverá ser apresentada na fase de instrução. Inexistência, por ora, de demonstração da sociedade de fato a ensejar qualquer determinação na esfera patrimonial.Recurso parcialmente provido.  ",mente provido.  ,Parcial Procedente,2079509-14.2021.8.26.0000,TJSP
" Apelação cível - Direito Tributário - Pretensão de cobrança - SENAI objetivando o recebimento da contribuição adicional instituída pelo Decreto-Lei nº 4.048/42 - Admissibilidade, haja vista a presença da regra matriz de incidência - Número de colaboradores deve ser avaliado conforme previdência social (admitidos e demitidos no mês de competência e matriz e filial) - Precedentes TJSP - Incidência de juros e de multa sobre o débito não pago que está regularmente prevista no art. 35 da Lei nº 8.212/91 e art. 61 da Lei nº 9.430/96 - Inocorrência de abusividade - Ocorrência de julgamento ""extra petita"" - Concessão de pedido diverso quanto ao pagamento de prestações vencidas e não pagas, bem como vincendas, pois o pedido inicial se limitou à cobrança do montante de R$56.164,56 (cinquenta e seis mil, cento e sessenta e quatro reais e cinquenta e seis centavos), a título de contribuição adicional, com os devidos acréscimos legais, juros de mora e correção monetária - Sentença parcialmente reformada.Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,1050740-77.2016.8.26.0100,TJSP
" EMBARGOS DE DECLARAÇÃO NO RECURSO DE APELAÇÃO. ACIDENTE DE TRÂNSITO. Seguradora condenada a indenizar terceiro (autor) nos limites da apólice, em razão de acidente causado por segurado (réu) que estava embriagado. Acórdão que não comporta reparo no ponto. É dotada de ineficácia pereante terceiros a cláusula de exclusão da cobertura securitária na hipótese de o acidente de trânsito ter ocorrido em razão da embriaguez do segurado, visto que solução contrária puniria não quem concorreu para a ocorrência do dano, mas as vítimas do sinistro, as quais não contribuíram para o agravamento do risco. Consagração da cláusula geral da função social do contrato (art. 421 do CC/2002), que reduz o alcance da autonomia privada, reforça a conservação dos contratos e mitiga o princípio da relatividade dos contratos. Precedente do STJ e desta Colenda Câmara. Honorários que devem incidir sobre o valor a que sucumbiu a seguradora, todavia.EMBARGOS DE DECLARAÇÃO PARCIALMENTE ACOLHIDOS, SEM EFEITOS MODIFICATIVOS. ","os de declaração parcialmente acolhidos, sem efeitos modificativos. ",Parcial Procedente,1003935-26.2019.8.26.0047,TJSP
" COMPROMISSO DE COMPRA E VENDA – Rescisão –  Aplicação das Súmulas nºs 1 e 2, desta Corte –  Desistência pelo comprador –  Restituição das parcelas pagas, de forma imediata, admitida a retenção de 25% da quantia paga, o que inclui a remuneração pelas despesas administrativas –  Insurgência quanto ao percentual de retenção –  Acolhimento –  Necessidade –  Redução do percentual de retenção para 10% da quantia paga –  Possibilidade –  Percentual do valor que não é fixo, pois analisadas as situações de cada caso em concreto –  Correção monetária desde o efetivo desembolso e juros, a contar do transito em julgado –  Honorários advocatícios sucumbenciais, com base no §2º, do art. 85, do Código de Processo Civil/2.015 –  Necessidade –  Decisão parcialmente reformada –  Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,1001977-33.2020.8.26.0576,TJSP
" Apelação Cível - Direito Administrativo - Mandado de Segurança - Servidores Públicos Estaduais - Adicionais temporais - Quinquênio e sexta-parte - Pretensão à incidência sobre os vencimentos integrais, abrangendo vantagens não incorporadas - Cabimento - O artigo 129 da Constituição Estadual engloba o padrão e as vantagens efetivamente recebidas, excluídas as eventuais - As gratificações que representam verdadeiro aumento salarial estão excluídas do conceito de vantagens eventuais, de forma que não podem ser alijadas da base de cálculo do referido adicional - Sentença reformada - Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,1020474-78.2021.8.26.0053,TJSP
" Apelação cível e Reexame Necessário –  Obrigação de fazer - Fornecimento de medicação para tratamento de Diabetes - Configurada responsabilidade da Administração Pública –  Arts. 6º, 196 e 203, IV, da CF/88 e art. 219 da Carta Paulista –  Presente a necessidade de se proteger o bem maior que é a vida –  O direito à saúde é direito constitucional basilar e de atendimento impostergável –  Tema nº 106 do C. STJ –  Preenchimento dos requisitos objetivos –  Alinhamento à posição adotada pelo i. Des. Leonel Costa na abordagem do tema –  Situação peculiar que cobra por medidas diversas do usual, em atendimento às necessidades da pessoa socialmente vulnerável –  Recurso da autora -  Pretensão de cominação de multa diária em caso de descumprimento da decisão judicial –  Possibilidade –  Previsão legal na lei processual –  Multa arbitrada em R$ 500,00 - Irresignação em relação ao valor fixado em sede de honorários sucumbenciais –  Majoração que não se impõe, uma vez que o valor arbitrado é razoável e adequado à situação concreta dos autos,  de acordo com o art. 85, §3º, I, do NCPC - Recurso oficial improvido, e recurso voluntário da Autora provido em parte. ",ovido em parte. ,Parcial Procedente,1000767-75.2016.8.26.0417,TJSP
" Apelação Cível –  Indenizatória –  Ausência de fornecimento de água –  Alegações de ordem ambiental e urbanísticas que, embora relevantes, não são bastantes a obstar a prestação de serviço tão essencial à pessoa –  Dano moral evidente causado pela negativa de acesso à água, direito fundamental e elementar à vida e seu desenvolvimento –  Juros moratórios e correção monetária, todavia, readequados ao Tema nº 810, julgado pelo E. STF –  Sentença reformada em parte –  Recursos parcialmente providos. ",mente providos. ,Parcial Procedente,1001874-73.2018.8.26.0292,TJSP
" *EMBARGOS À EXECUÇÃO –  Nota promissória –  Insurgência quanto à forma de incidência dos juros e correção monetária –  Não acolhimento –  Cálculo de fl. 241 equivocado, devendo prevalecer o constante à fl. 309, com a devolução à embargante da quantia de R$ 17.565,39 –  Ônus sucumbenciais atribuídos à embargante, ante o princípio da causalidade –  Sentença reformada em parte –  Apelo dos embargados não provido e recurso adesivo da embargante parcialmente provido* ",lmente provido* ,Parcial Procedente,1004936-71.2017.8.26.0126,TJSP
" CUMPRIMENTO DE SENTENÇA –  Bloqueio de ativos financeiros via Sisbajud - Incidência sobre saldo mantido em conta corrente, oriundo de proventos previdenciários  –  Possibilidade - Vedação à expropriação direta de aposentadoria que não se enquadra à hipótese dos autos - Recurso não provido, no particular.CUMPRIMENTO DE SENTENÇA –  Bloqueio –  Transferência e circulação de veículo –  Alegação de impenhorabilidade do veículo por se tratar de bem utilizado para transporte de idoso com problemas de locomoção –  O rol do artigo 833 do CPC não prevê a impenhorabilidade de veículos destinados ao transporte, ainda que para tratamento de saúde –  Não foi demonstrado, inequivocamente, a indispensabilidade da utilização do veículo em questão para a sua locomoção ou, ainda, a impossibilidade de utilização de outro meio de transporte –  Agravado, contudo, que afirma não se interessar pelo bloqueio da circulação; apenas da transferência –  Reforma parcial da decisão para que o bloqueio incida apenas sobre a possibilidade de transferência do bem - Recurso parcialmente provido. ",lmente provido. ,Parcial Procedente,2050072-25.2021.8.26.0000,TJSP
" APELAÇÃO –  PRESTAÇÃO DE SERVIÇOS ADVOCATÍCIOS –  EXECUÇÃO POR TÍTULO EXTRAJUDICIAL. Título executivo (termo de confissão de dívida) hábil a instrumentalizar a pretensão da embargada (CPC, art. 784, inc. III). O contrato e o débito estão incontroversos nos autos. Tratando-se de dívida em dinheiro, somente a prova de quitação regular elide a pretensão do autor-exequente. Justiça gratuita. Deferimento. Preenchimento dos requisitos exigidos pelo legislador. Súmula do E. STJ. RECURSO PARCIALMENTE PROVIDO. ",lmente provido. ,Parcial Procedente,1097216-08.2018.8.26.0100,TJSP
" APELAÇÃO CRIMINAL –  JÚRI –  HOMICÍDIO QUALIFICADO E ROUBO QUALIFICADO –  PRETENDIDA A REALIZAÇÃO DE NOVO JÚRI –  IMPOSSIBILIDADE –  SOBERANIA DO VEREDICTO –  DECISÃO AMPARADA NO CONJUNTO PROBATÓRIO –  Havendo duas vertentes possíveis e demonstradas nos autos, a escolha de uma delas pelo Conselho de Sentença é livre, não se podendo falar em anulação do julgamento, mormente quando a negativa de autoria não vem demonstrada de forma cristalina e irrefutável nos autos. Recurso parcialmente provido, somente para reduzir a pena e, de ofício, corrigido erro material no dispositivo da sentença, para constar a capitulação legal correta pela qual os réus foram condenados. ","podendo falar em anulação do julgamento, mormente quando a negativa de autoria não vem demonstrada de forma cristalina e irrefutável nos autos. recurso parcialmente provido, somente para reduzir a pena e, de ofício, corrigido erro material no dispositivo da sentença, para constar a capitulação legal correta pela qual os réus foram condenados. ",Parcial Procedente,0002679-13.2013.8.26.0197,TJSP
" APELAÇÃO CRIMINAL – JÚRI – HOMICÍDIO QUALIFICADO E CRIMES CONEXOS – PRELIMINARES – Alegação de nulidade do processo por inadequação da tipificação penal, por cerceamento de defesa, pelo fato da decisão de pronúncia ter sido utilizada como argumento de autoridade no Júri e por violação do artigo 479 do CP. Não Acolhimento. Denúncia que atende os requisitos do artigo 41 do CPP, inclusive narrando que o réu não agiu com culpa, mas com dolo eventual, o que afasta a incidência do artigo 302 do Código de Trânsito Brasileiro, mesmo com a redação dada pela Lei nº 13.546/17. Cerceamento de defesa não caracterizado, porquanto as diligências requeridas pela Defesa foram indeferidas de forma fundamentada e realmente se mostravam inviáveis ou foram pleiteadas intempestivamente e de forma genérica. Leitura de trechos da decisão de pronúncia, durante o julgamento, somente em razão da defesa trazer  aos debates os fundamentos de decisão proferida  em outra esfera jurisdicional. Juntada de reportagem jornalística, durante a sessão de julgamento, a pedido do Ministério Público, para fundamentar oposição à oitiva de testemunha requerida pela Defesa. Prejuízo não demonstrado. Preliminares rejeitadas. ARTIGO 303 DO CTB – PRESCRIÇÃO DA PRETENSÃO PUNITIVA – OCORRÊNCIA – Trânsito em julgado para a acusação – Decurso de mais de 03 anos entre a publicação da sentença monocrática e a data deste julgamento – Prescrição da pretensão punitiva – Ocorrência – Extinção da punibilidade, prejudicando o exame do mérito do recurso da Defesa no tocante a tais crimes – HOMICÍDIO – PRETENDIDA A REALIZAÇÃO DE NOVO JÚRI – IMPOSSIBILIDADE – SOBERANIA DO VEREDICTO – DECISÃO AMPARADA NO CONJUNTO PROBATÓRIO – Havendo duas vertentes possíveis e demonstradas nos autos, a escolha de uma delas pelo Conselho de Sentença é livre, não se podendo falar em anulação do julgamento, mormente quando a versão de ausência de dolo eventual não vem demonstrada de forma cristalina e irrefutável nos autos. Rejeitadas as preliminares, reconhecida, de ofício, a extinção da punibilidade do réu com relação aos crimes do artigo 303 do CTB, pela ocorrência da prescrição da pretensão punitiva; e, no tocante ao crime de homicídio, recurso parcialmente provido, somente para reduzir a pena.  ","micídio, recurso parcialmente provido, somente para reduzir a pena.  ",Parcial Procedente,0038005-61.2013.8.26.0576,TJSP
" PRESTAÇÃO DE SERVIÇOS DE TELEFONIA - Ação declaratória de inexigibilidade de débito c/c indenizatória por danos morais - Contratação não provada, havendo provável fraude de autoria de terceiro desconhecido - Débito inexigível –  Restrição indevida do nome do autor no rol dos maus pagadores - Danos morais evidenciados –  Arbitramento que atende a critérios de proporcionalidade e razoabilidade –  Repetição de indébito que, ausente situação de má-fé, não autoriza devolução dobrada –  Ausência de comprovação de ao menos ter o autor efetuado o pagamento das quantias apontadas –  Condenação na devolução de valores em dobro –  Descabimento –  Enriquecimento ilícito - Sentença reformada para afastamento deste encargo –  Recurso provido, em parte. ","vido, em parte. ",Parcial Procedente,1016182-97.2016.8.26.0482,TJSP
" AÇÃO DE RESPONSABILIDADE CIVIL CONTRATUAL - PRESTAÇÃO DE SERVIÇOS DE E-COMMERCE –  MERCADO LIVRE –  CLARO S/A - SAQUE FRAUDULENTO DE QUANTIA PROVENIENTE DE VENDAS- Responsabilidade objetiva e solidária das prestadoras de serviços de telefonia e de ""e-commerce"" - Fraude com troca de chip da linha do celular do autor cadastrada na plataforma do e-commerce que possibilitou o acesso de terceiros à conta do autor na plataforma Mercado Livre - Movimentação fraudulenta da conta - Prestação do serviço defeituoso configurada - Repetição de indébito de forma simples do valor contestado –  Cabimento - Fatos e circunstâncias autorizadoras do pleito indenizatório por ofensa moral - Dano ""in re ipsa"" - Indenização ora fixada em R$ 10.000,00 – Sentença reformada.Recurso do autor provido. Recurso da corré parcialmente provido.  ",mente provido.  ,Parcial Procedente,1000160-25.2019.8.26.0072,TJSP
" Declaratória e indenizatória –  Operação de saque não reconhecida pela autora –  Ausência de impugnação específica do réu –  Matéria já transitada em julgado.Dano moral –  Saque indevido em conta em valor que supera a metade do valor do salário recebido pela autora –  Transtornos e consequências danosas que superam a noção de mero aborrecimento –  Reconhecimento - Indenização devida –  Quantum indenizatório –  Redução –  Possibilidade –  Arbitramento em patamar adequado –  Observância aos princípios da razoabilidade e proporcionalidade –  Regra de equilíbrio –  Extensão e consequência da injustiça –  Correção do valor –  Não aplicação da Súmula 54/STJ –  Incidência dos juros de mora a partir do arbitramento –  Artigo 407 do Código Civil –  Honorários advocatícios –  Manutenção.Recurso provido em parte, com observação. ","tícios –  manutenção.recurso provido em parte, com observação. ",Parcial Procedente,1011409-58.2021.8.26.0506,TJSP
